scaffoldId	begin	end	strand	locusId	name	sysName	sysName2	desc	ec	ecName
139	1600445	1601065	+	200695	grpE	SO_1524	SO1524	heat shock protein GrpE (NCBI ptt file)	b2614	grpE
139	1601183	1603051	-	200696	dxs	SO_1525	SO1525	deoxyxylulose-5-phosphate synthase (NCBI ptt file)	b0420	dxs
139	1603073	1603954	-	200697	ispA	SO_1526	SO1526	geranyltranstransferase (NCBI ptt file)	b0421	ispA
139	1604511	1605278	+	200699	pomA	SO_1529	SO1529	chemotaxis motA protein (NCBI ptt file)		
139	1605282	1606208	+	200700	pomB	SO_1530	SO1530	sodium-driven polar flagellar protein PomB (NCBI ptt file)		
139	1606408	1607862	+	200701	thiI	SO_1531	SO1531	thiamine biosynthesis protein ThiI (NCBI ptt file)	b0423	thiI
139	1607995	1608228	-	200702		SO_1532	SO1532	hypothetical protein (NCBI ptt file)		
139	1608405	1609316	+	200703		SO_1533	SO1533	glycine cleavage system transcriptional activator, putative (NCBI ptt file)	b2808	gcvA
139	1609321	1609968	+	200704		SO_1534	SO1534	conserved hypothetical protein (NCBI ptt file)		
139	1610064	1610456	+	200705		SO_1535	SO1535	conserved hypothetical protein (NCBI ptt file)	b2807	ygdD
139	1610608	1611693	+	200706		SO_1536	SO1536	conserved hypothetical protein (NCBI ptt file)	b2806	ygdE
139	1611817	1611957	+	200707		SO_1537	SO1537	hypothetical protein (NCBI ptt file)		
139	1611929	1612936	-	200708		SO_1538	SO1538	isocitrate dehydrogenase, NAD-dependent (NCBI ptt file)		
139	1614418	1616007	+	200709		SO_1539	SO1539	conserved hypothetical protein (NCBI ptt file)		
139	1617435	1618649	-	200710		SO_1541	SO1541	ISSod3, transposase (NCBI ptt file)		
139	1618967	1619755	-	200711		SO_1543	SO1543	hypothetical protein (NCBI ptt file)		
139	1620393	1621373	-	200714		SO_1546	SO1546	hypothetical protein (NCBI ptt file)		
139	1621802	1622779	-	200715		SO_1547	SO1547	hypothetical protein (NCBI ptt file)		
139	1623349	1623777	-	200716		SO_1548	SO1548	hypothetical protein (NCBI ptt file)		
139	1623885	1624595	-	200717	xni	SO_1549	SO1549	exodeoxyribonuclease IX (NCBI ptt file)	b2798	ygdG
139	1624685	1626040	-	200718		SO_1550	SO1550	conserved hypothetical protein (NCBI ptt file)	b2795	ygdH
139	1626097	1627653	-	200719		SO_1551	SO1551	GGDEF domain protein (NCBI ptt file)		
139	1627803	1629965	-	200720		SO_1552	SO1552	TPR domain protein (NCBI ptt file)		
139	1632124	1633038	-	200723		SO_1556	SO1556	conserved hypothetical protein (NCBI ptt file)	b0393	rdgC
139	1633333	1634298	+	200724		SO_1557	SO1557	outer membrane porin, putative (NCBI ptt file)		
139	1634454	1635173	+	200725	phoB	SO_1558	SO1558	phosphate regulon response regulator PhoB (NCBI ptt file)	b0399	phoB
139	1635254	1636552	+	200726	phoR	SO_1559	SO1559	phosphate regulon sensor protein PhoR (NCBI ptt file)	b0400	phoR
139	1636778	1637749	+	200727		SO_1560	SO1560	phosphate-binding protein (NCBI ptt file)		
139	1638276	1640072	+	200728		SO_1561	SO1561	peptidase, M1 family (NCBI ptt file)		
139	1640564	1641322	+	200729		SO_1562	SO1562	ISSod6, transposase (NCBI ptt file)		
139	1641586	1642074	-	200730		SO_1563	SO1563	glutathione peroxidase, putative (NCBI ptt file)	b1710	btuE
139	1642222	1643592	+	200732		SO_1565	SO1565	magnesium transporter, putative (NCBI ptt file)		
139	1643613	1644131	+	200733		SO_1566	SO1566	acetyltransferase, GNAT family (NCBI ptt file)		
139	1644294	1644833	+	200735		SO_1568	SO1568	hypothetical protein (NCBI ptt file)	b2250	yfaZ
139	1644891	1645742	-	200736		SO_1569	SO1569	integral membrane domain protein (NCBI ptt file)		
139	1645940	1647607	+	200737		SO_1570	SO1570	GGDEF domain protein (NCBI ptt file)		
139	1647665	1650790	-	200738		SO_1571	SO1571	hypothetical protein (NCBI ptt file)		
139	1651229	1651393	-	200739		SO_1572	SO1572	hypothetical protein (NCBI ptt file)		
139	1651956	1653416	-	200742		SO_1575	SO1575	NOL1/NOP2/sun family putative RNA methylase (NCBI ptt file)		
139	1653520	1654188	-	200743		SO_1576	SO1576	glutathione S-transferase family protein (NCBI ptt file)	b2302	yfcG
139	1654251	1654877	-	200744		SO_1577	SO1577	glutathione S-transferase family protein (NCBI ptt file)	b1635	gst
139	1655033	1655644	+	200745		SO_1578	SO1578	transcriptional regulator, TetR family (NCBI ptt file)		
139	1655710	1656417	-	200746		SO_1579	SO1579	conserved hypothetical protein (NCBI ptt file)		
139	1656634	1658847	+	200747		SO_1580	SO1580	TonB-dependent heme receptor (NCBI ptt file)		
139	1658982	1659545	+	200748	phnA	SO_1581	SO1581	phnA protein (NCBI ptt file)		
139	1659719	1660258	+	200749		SO_1582	SO1582	transcriptional regulator, MarR family (NCBI ptt file)		
139	1660328	1661341	+	200750		SO_1583	SO1583	conserved hypothetical protein (NCBI ptt file)		
139	1661674	1662300	+	200752		SO_1585	SO1585	fumarylacetoacetate hydrolase family protein (NCBI ptt file)	b1180	ycgM
139	1662321	1662923	+	200753		SO_1586	SO1586	hypothetical Cyclic nucleotide-binding domain protein (NCBI ptt file)		
139	1663050	1663556	+	200754		SO_1587	SO1587	conserved hypothetical protein (NCBI ptt file)	b3090	ygjV
139	1663572	1663850	-	200755		SO_1588	SO1588	hypothetical protein (NCBI ptt file)		
139	1664141	1664944	+	200756		SO_1589	SO1589	hypothetical protein (NCBI ptt file)		
139	1665070	1665492	+	200757		SO_1590	SO1590	hypothetical protein (NCBI ptt file)		
139	1665566	1665718	+	200758		SO_1591	SO1591	hypothetical protein (NCBI ptt file)		
139	1665902	1666465	+	200759		SO_1592	SO1592	hypothetical protein (NCBI ptt file)		
139	1668497	1670140	-	200764		SO_1597	SO1597	conserved hypothetical protein (NCBI ptt file)		
139	1670313	1676204	-	200766		SO_1599	SO1599	multi-domain beta-ketoacyl synthase (NCBI ptt file)		
139	1678564	1686159	-	200768		SO_1602	SO1602	multi-domain beta-ketoacyl synthase (NCBI ptt file)		
139	1686159	1687067	-	200769		SO_1603	SO1603	transcriptional regulator, putative (NCBI ptt file)		
139	1687735	1688691	+	200770		SO_1604	SO1604	4'-phosphopantetheinyl transferase family protein (NCBI ptt file)		
139	1688813	1689388	+	200771		SO_1605	SO1605	lipoprotein, putative (NCBI ptt file)		
139	1689454	1691445	-	200772		SO_1606	SO1606	metallo-beta-lactamase superfamily protein (NCBI ptt file)		
139	1691569	1692513	+	200773		SO_1607	SO1607	transcriptional regulator, LysR family (NCBI ptt file)	b0076	leuO
139	1692561	1693454	-	200774		SO_1608	SO1608	conserved hypothetical protein (NCBI ptt file)	b2794	queF
139	1693481	1694131	+	200775	syd	SO_1609	SO1609	syd protein (NCBI ptt file)	b2793	syd
139	1694215	1694988	-	200776		SO_1610	SO1610	conserved hypothetical protein (NCBI ptt file)		
139	1694988	1695371	-	200777		SO_1611	SO1611	hypothetical protein (NCBI ptt file)		
139	1695521	1695919	+	200778		SO_1612	SO1612	hypothetical protein (NCBI ptt file)		
139	1695964	1696263	-	200779		SO_1613	SO1613	hypothetical protein (NCBI ptt file)		
139	1696347	1696985	+	200780		SO_1614	SO1614	acetyltransferase, GNAT family (NCBI ptt file)		
139	1696978	1697283	+	200781		SO_1615	SO1615	conserved hypothetical protein (NCBI ptt file)		
139	1698072	1699274	+	200782		SO_1616	SO1616	ISSod4, transposase (NCBI ptt file)		
139	1700628	1701014	-	200783		SO_1617	SO1617	conserved hypothetical protein (NCBI ptt file)		
139	1701011	1702024	-	200784		SO_1618	SO1618	conserved hypothetical protein (NCBI ptt file)		
139	1702167	1702490	+	200785		SO_1619	SO1619	conserved hypothetical protein (NCBI ptt file)	b2792	yqcC
139	1703700	1704164	+	200787		SO_1622	SO1622	hypothetical flavodoxin (NCBI ptt file)	b2790	yqcA
139	1704116	1705615	+	200788	ptsG	SO_1623	SO1623	PTS system, glucose-specific IIBC component (NCBI ptt file)	b1101	ptsG
139	1705770	1706585	+	200789	purU	SO_1624	SO1624	formyltetrahydrofolate deformylase (NCBI ptt file)	b1232	purU
139	1706796	1707620	-	200790	dapD	SO_1625	SO1625	2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase (NCBI ptt file)	b0166	dapD
139	1707639	1710224	-	200791	glnD	SO_1626	SO1626	protein-P-II uridylyltransferase (NCBI ptt file)	b0167	glnD
139	1710307	1711104	-	200792	map	SO_1627	SO1627	methionine aminopeptidase, type I (NCBI ptt file)	b0168	map
139	1711414	1712142	+	200794	rpsB	SO_1629	SO1629	ribosomal protein S2 (NCBI ptt file)	b0169	rpsB
139	1712262	1713113	+	200795	tsf	SO_1630	SO1630	translation elongation factor Ts (NCBI ptt file)	b0170	tsf
139	1713184	1713912	+	200796	pyrH	SO_1631	SO1631	uridylate kinase (NCBI ptt file)	b0171	pyrH
139	1713943	1714500	+	200797	frr	SO_1632	SO1632	ribosome recycling factor (NCBI ptt file)	b0172	frr
139	1714583	1715410	+	200798	uppS	SO_1633	SO1633	undecaprenyl diphosphate synthase (NCBI ptt file)	b0174	ispU
139	1715524	1716288	+	200799	cdsA	SO_1634	SO1634	phosphatidate cytidylyltransferase (NCBI ptt file)	b0175	cdsA
139	1716293	1717483	+	200800	dxr	SO_1635	SO1635	1-deoxy-D-xylulose 5-phosphate reductoisomerase (NCBI ptt file)	b0173	dxr
139	1717535	1718905	+	200801		SO_1636	SO1636	membrane-associated zinc metalloprotease, putative (NCBI ptt file)	b0176	rseP
139	1718937	1721417	+	200802		SO_1637	SO1637	bacterial surface antigen (NCBI ptt file)	b0177	bamA
139	1721474	1721980	+	200803	ompH	SO_1638	SO1638	outer membrane protein OmpH (NCBI ptt file)	b0178	skp
139	1721984	1723009	+	200804	lpxD	SO_1639	SO1639	UDP-3-O-(3-hydroxymyristoyl) glucosamine n-acyltransferase (NCBI ptt file)	b0179	lpxD
139	1723041	1723505	+	200805	fabZ	SO_1640	SO1640	(3R)-hydroxymyristoyl-(acyl-carrier-protein) dehydratase (NCBI ptt file)	b0180	fabZ
139	1723502	1724272	+	200806	lpxA	SO_1641	SO1641	acyl-(acyl-carrier-protein)--UDP-N-acetylglucosamine O-acyltransferase (NCBI ptt file)	b0181	lpxA
139	1724404	1725561	+	200807	lpxB	SO_1642	SO1642	lipid A disaccharide synthase (NCBI ptt file)	b0182	lpxB
139	1725561	1726190	+	200808	rnhB	SO_1643	SO1643	ribonuclease HII (NCBI ptt file)	b0183	rnhB
139	1726307	1729783	+	200809	dnaE	SO_1644	SO1644	DNA polymerase III, alpha subunit (NCBI ptt file)	b0184	dnaE
139	1729836	1731230	+	200810	mesJ	SO_1645	SO1645	cell cycle protein MesJ (NCBI ptt file)	b0188	tilS
139	1731310	1732200	-	200811		SO_1646	SO1646	GGDEF family protein (NCBI ptt file)		
139	1732372	1734318	+	200812		SO_1647	SO1647	glutathione-regulated potassium-efflux system protein KefB, putative (NCBI ptt file)		
139	1735163	1736221	+	200814		SO_1649	SO1649	conserved hypothetical protein (NCBI ptt file)		
139	1736303	1736986	+	200815		SO_1650	SO1650	conserved hypothetical protein (NCBI ptt file)		
139	1737303	1740515	+	200816		SO_1651	SO1651	Snf2 family protein (NCBI ptt file)		
139	1740636	1741394	+	200817		SO_1652	SO1652	conserved hypothetical protein (NCBI ptt file)	b1034	ycdX
139	1741411	1742397	+	200818	rfbD	SO_1653	SO1653	dTDP-4-dehydrorhamnose reductase (NCBI ptt file)	b2040	rfbD
139	1742372	1742725	-	200819		SO_1654	SO1654	hypothetical protein (NCBI ptt file)		
139	1742741	1743502	+	200820	cysQ-2	SO_1655	SO1655	cysQ protein (NCBI ptt file)	b4214	cysQ
139	1743565	1744485	+	200821		SO_1656	SO1656	ROK family protein (NCBI ptt file)	b0394	mak
139	1744582	1745316	+	200822		SO_1657	SO1657	conserved hypothetical protein (NCBI ptt file)	b0920	ycbC
139	1745321	1746052	+	200823		SO_1658	SO1658	hypothetical protein (NCBI ptt file)		
139	1746105	1748381	-	200824		SO_1659	SO1659	decaheme cytochrome c (NCBI ptt file)		
139	1748799	1749785	-	200826		SO_1661	SO1661	transcriptional regulator, LysR family (NCBI ptt file)		
139	1750121	1750528	-	200827		SO_1662	SO1662	hypothetical Ccm2-related protein (NCBI ptt file)		
139	1750651	1751136	-	200828	napF	SO_1663	SO1663	ferredoxin-type protein NapF (NCBI ptt file)	b2208	napF
139	1751213	1752226	-	200829	galE	SO_1664	SO1664	UDP-glucose 4-epimerase (NCBI ptt file)	b0759	galE
139	1752226	1753134	-	200830	galU	SO_1665	SO1665	UTP-glucose-1-phosphate uridylyltransferase (NCBI ptt file)	b1236	galU
139	1753458	1754273	+	200831	phhA	SO_1666	SO1666	phenylalanine-4-hydroxylase (NCBI ptt file)		
139	1754358	1754696	+	200832		SO_1667	SO1667	pterin-4-alpha-carbinolamine dehydratase (NCBI ptt file)		
139	1754957	1756495	+	200834	tyrR	SO_1669	SO1669	transcriptional regulatory protein TyrR (NCBI ptt file)	b1323	tyrR
139	1756837	1757823	+	200835		SO_1670	SO1670	fumarylacetoacetate hydrolase family protein (NCBI ptt file)		
139	1757908	1758558	+	200836		SO_1671	SO1671	glutathione S-transferase family protein (NCBI ptt file)		
139	1758660	1759247	+	200837		SO_1672	SO1672	conserved hypothetical protein (NCBI ptt file)		
139	1759718	1760362	+	200838		SO_1673	SO1673	outer membrane protein OmpW, putative (NCBI ptt file)	b1256	ompW
139	1760446	1761189	-	200839		SO_1674	SO1674	short chain dehydrogenase family protein (NCBI ptt file)		
139	1761364	1761741	+	200840		SO_1675	SO1675	conserved hypothetical protein (NCBI ptt file)		
139	1761811	1762752	+	200841	metA	SO_1676	SO1676	homoserine O-succinyltransferase (NCBI ptt file)	b4013	metA
139	1763183	1764373	+	200842	atoB	SO_1677	SO1677	acetyl-CoA acetyltransferase (NCBI ptt file)	b2224	atoB
139	1764510	1766009	+	200843	mmsA	SO_1678	SO1678	methylmalonate-semialdehyde dehydrogenase (NCBI ptt file)		
139	1766172	1767329	+	200844		SO_1679	SO1679	acyl-CoA dehydrogenase family protein (NCBI ptt file)		
139	1767382	1768155	+	200845		SO_1680	SO1680	enoyl-CoA hydratase/isomerase family protein (NCBI ptt file)	b1393	paaF
139	1768155	1769306	+	200846		SO_1681	SO1681	enoyl-CoA hydratase/isomerase family protein (NCBI ptt file)		
139	1769390	1770292	+	200847	mmsB	SO_1682	SO1682	3-hydroxyisobutyrate dehydrogenase (NCBI ptt file)	b3882	yihU
139	1770317	1771075	+	200848		SO_1683	SO1683	3-oxoacyl-(acyl-carrier-protein) reductase, putative (NCBI ptt file)		
139	1771283	1771534	+	200850		SO_1685	SO1685	hypothetical protein (NCBI ptt file)		
139	1771605	1773641	+	200851		SO_1686	SO1686	prolyl oligopeptidase family protein (NCBI ptt file)		
139	1773703	1774092	-	200852		SO_1687	SO1687	transcriptional regulator, MerR family (NCBI ptt file)	b0487	cueR
139	1774519	1776780	+	200854		SO_1689	SO1689	cation transport ATPase, E1-E2 family (NCBI ptt file)	b0484	copA
139	1777149	1778741	+	200855		SO_1690	SO1690	ABC transporter, ATP-binding protein (NCBI ptt file)	b0820	ybiT
139	1778846	1779379	-	200856	blc	SO_1691	SO1691	lipoprotein Blc (NCBI ptt file)	blc	blc
139	1779414	1780319	-	200857		SO_1692	SO1692	membrane protein, putative (NCBI ptt file)	b3943	yijE
139	1780495	1783179	-	200859		SO_1694	SO1694	FAD-binding protein (NCBI ptt file)		
139	1783237	1784193	-	200860		SO_1695	SO1695	sensory box/GGDEF family protein (NCBI ptt file)		
139	1784521	1785570	-	200862		SO_1697	SO1697	hypothetical protein (NCBI ptt file)		
139	1786213	1786590	-	200863		SO_1698	SO1698	hypothetical protein (NCBI ptt file)		
139	1786612	1789839	-	200864		SO_1699	SO1699	transcriptional regulator (NCBI ptt file)		
139	1790207	1791538	-	200865		SO_1700	SO1700	hypothetical protein (NCBI ptt file)		
139	1791549	1792406	-	200866		SO_1701	SO1701	hypothetical protein (NCBI ptt file)		
139	1792878	1793246	+	200867		SO_1702	SO1702	hypothetical protein (NCBI ptt file)		
139	1793412	1793732	+	200868		SO_1703	SO1703	transcriptional regulator, TetR family (NCBI ptt file)		
139	1793878	1794804	+	200870		SO_1705	SO1705	hypothetical HlyD family secretion protein (NCBI ptt file)	b0795	ybhG
139	1795765	1796886	+	200871		SO_1707	SO1707	ABC transporter, permease protein, putative (NCBI ptt file)	b0793	ybhS
139	1797197	1798483	+	200872	cat2	SO_1708	SO1708	4-hydroxybutyrate coenzyme A transferase (NCBI ptt file)		
139	1798793	1799140	+	200874		SO_1710	SO1710	hypothetical protein (NCBI ptt file)		
139	1799261	1799788	+	200875		SO_1711	SO1711	hypothetical protein (NCBI ptt file)		
139	1800265	1801788	+	200876		SO_1712	SO1712	transcriptional regulator, putative (NCBI ptt file)		
139	1801808	1802809	-	200877		SO_1713	SO1713	hypothetical protein (NCBI ptt file)		
139	1803227	1803778	-	200879		SO_1715	SO1715	conserved hypothetical protein (NCBI ptt file)		
139	1803807	1804400	-	200880		SO_1716	SO1716	transporter, LysE family (NCBI ptt file)	b2578	eamB
139	1804716	1805321	+	200881		SO_1717	SO1717	hypothetical protein (NCBI ptt file)		
139	1805469	1806293	-	200882		SO_1718	SO1718	conserved hypothetical protein (NCBI ptt file)		
139	1806649	1807302	-	200884		SO_1720	SO1720	DedA family protein (NCBI ptt file)	b3095	yqjA
139	1807678	1808178	-	200886		SO_1722	SO1722	ACT domain protein (NCBI ptt file)		
139	1808420	1810636	+	200887		SO_1723	SO1723	phosphate ABC transporter, permease protein, putative (NCBI ptt file)		
139	1810696	1812354	+	200888		SO_1724	SO1724	phosphate ABC transporter, permease protein, putative (NCBI ptt file)		
139	1812412	1813206	+	200889	pstB-1	SO_1725	SO1725	phosphate ABC transporter, ATP-binding protein (NCBI ptt file)	b3725	pstB
139	1813338	1814048	+	200890	phoU	SO_1726	SO1726	phosphate transport system regulatory protein PhoU (NCBI ptt file)	b3724	phoU
139	1814473	1814985	-	200891		SO_1727	SO1727	hypothetical protein (NCBI ptt file)		
139	1815221	1815463	-	200892		SO_1728	SO1728	hypothetical protein (NCBI ptt file)		
139	1815974	1816648	-	200896		SO_1732	SO1732	cold shock domain family protein (NCBI ptt file)		
139	1816734	1817333	-	200897		SO_1733	SO1733	hypothetical protein (NCBI ptt file)		
139	1817400	1817795	-	200898		SO_1734	SO1734	glyoxalase family protein (NCBI ptt file)		
139	1818239	1818841	+	200900		SO_1736	SO1736	conserved hypothetical protein (NCBI ptt file)		
139	1818872	1818988	+	200901		SO_1737	SO1737	hypothetical protein (NCBI ptt file)		
139	1819077	1819439	+	200902		SO_1738	SO1738	conserved hypothetical protein (NCBI ptt file)	b0410	yajD
139	1819466	1819699	-	200903		SO_1739	SO1739	hypothetical protein (NCBI ptt file)		
139	1819956	1821371	+	200905		SO_1741	SO1741	conserved hypothetical protein (NCBI ptt file)		
139	1821611	1822660	+	200906		SO_1742	SO1742	hypothetical 3-oxoacyl-acyl carrier protein synthase III (NCBI ptt file)		
139	1822817	1823773	+	200907		SO_1743	SO1743	hydrolase, alpha/beta hydrolase fold family (NCBI ptt file)	b0349	mhpC
139	1823773	1825617	+	200908		SO_1744	SO1744	AMP-binding protein (NCBI ptt file)		
139	1825758	1826921	+	200909		SO_1745	SO1745	3-beta hydroxysteroid dehydrogenase/isomerase family protein (NCBI ptt file)	b0868	ybjS
139	1827015	1827254	+	200910		SO_1746	SO1746	conserved hypothetical protein (NCBI ptt file)		
139	1827621	1828598	+	200911		SO_1747	SO1747	membrane protein, putative (NCBI ptt file)	b3088	alx
139	1828761	1830290	+	200912		SO_1748	SO1748	hypothetical protein (NCBI ptt file)		
139	1830818	1831696	+	200914		SO_1750	SO1750	ABC transporter, ATP-binding protein (NCBI ptt file)		
139	1831709	1835266	+	200915		SO_1751	SO1751	membrane protein, putative (NCBI ptt file)		
139	1835403	1836023	+	200917		SO_1753	SO1753	hypothetical protein (NCBI ptt file)		
139	1836273	1837994	+	200919		SO_1755	SO1755	phosphoglucomutase/phosphomannomutase family protein (NCBI ptt file)		
139	1838143	1838532	+	200920		SO_1756	SO1756	glyoxalase family protein (NCBI ptt file)		
139	1838632	1839111	+	200921		SO_1757	SO1757	conserved hypothetical protein (NCBI ptt file)		
139	1839228	1839920	+	200922		SO_1758	SO1758	conserved hypothetical protein (NCBI ptt file)		
139	1839981	1840283	-	200923		SO_1759	SO1759	conserved hypothetical protein (NCBI ptt file)		
139	1840280	1840972	-	200924		SO_1760	SO1760	AzlC family protein (NCBI ptt file)	b2682	ygaZ
139	1841189	1842025	-	200926		SO_1762	SO1762	transcriptional regulator, AraC/XylS family (NCBI ptt file)		
139	1842194	1842871	-	200927	sat	SO_1763	SO1763	streptogramin A acetyl transferase (NCBI ptt file)		
139	1842898	1843413	-	200928		SO_1764	SO1764	conserved hypothetical protein (NCBI ptt file)		
139	1843460	1843777	-	200929		SO_1765	SO1765	hypothetical protein (NCBI ptt file)		
139	1844755	1845402	+	200930		SO_1766	SO1766	hypothetical protein (NCBI ptt file)		
139	1845399	1846601	-	200931		SO_1767	SO1767	ISSod4, transposase (NCBI ptt file)		
139	1846647	1847369	+	200932		SO_1768	SO1768	hypothetical protein (NCBI ptt file)		
139	1847732	1849333	-	200933		SO_1769	SO1769	glutamate decarboxylase, putative (NCBI ptt file)		
139	1849618	1850772	-	200934		SO_1770	SO1770	glycerate kinase, putative (NCBI ptt file)	b0514	glxK
139	1850831	1852189	-	200935		SO_1771	SO1771	permease, GntP family (NCBI ptt file)	b2365	dsdX
139	1853738	1854961	-	200937		SO_1774	SO1774	hypothetical Sugar diacid utilization regulator (NCBI ptt file)	b0162	cdaR
139	1854982	1855653	-	200938		SO_1775	SO1775	phage SPO1 DNA polymerase domain protein (NCBI ptt file)		
139	1856169	1858262	-	200939	mtrB	SO_1776	SO1776	outer membrane protein precursor MtrB (NCBI ptt file)		
139	1858275	1859276	-	200940	mtrA	SO_1777	SO1777	decaheme cytochrome c MtrA (NCBI ptt file)		
139	1859345	1861360	-	200941	omcB	SO_1778	SO1778	decaheme cytochrome c (NCBI ptt file)		
139	1861690	1863897	-	200942	omcA	SO_1779	SO1779	decaheme cytochrome c (NCBI ptt file)		
139	1864144	1866063	-	200943	mtrF	SO_1780	SO1780	decaheme cytochrome c MtrF (NCBI ptt file)		
139	1866099	1868237	-	200944		SO_1781	SO1781	outer membrane protein, putative (NCBI ptt file)		
139	1868251	1869171	-	200945	mtrD	SO_1782	SO1782	decaheme cytochrome c MtrD (NCBI ptt file)		
139	1869642	1869881	+	200946	feoA	SO_1783	SO1783	ferrous iron transport protein A (NCBI ptt file)		
139	1869874	1872168	+	200947	feoB	SO_1784	SO1784	ferrous iron transport protein B (NCBI ptt file)	b3409	feoB
139	1872353	1874023	+	200949	glnS	SO_1786	SO1786	glutaminyl-tRNA synthetase (NCBI ptt file)	b0680	glnS
139	1874167	1874763	-	200950		SO_1787	SO1787	conserved hypothetical protein (NCBI ptt file)	b2135	yohC
139	1875042	1875827	+	200951	miaE	SO_1788	SO1788	tRNA-(MS[2]IO[6]A)-hydroxylase (NCBI ptt file)		
139	1875889	1876608	-	200952		SO_1789	SO1789	conserved hypothetical protein (NCBI ptt file)	b0524	lpxH
139	1876618	1877112	-	200953	ppiB-1	SO_1790	SO1790	peptidyl-prolyl cis-trans isomerase B (NCBI ptt file)	b0525	ppiB
139	1877253	1878632	+	200954	cysS	SO_1791	SO1791	cysteinyl-tRNA synthetase (NCBI ptt file)	b0526	cysS
139	1878808	1879662	-	200955	folD	SO_1792	SO1792	methylenetetrahydrofolate dehydrogenase/methylenetetrahydrofolate cyclohydrolase (NCBI ptt file)	b0529	folD
139	1880607	1881911	+	200956	tig	SO_1793	SO1793	trigger factor (NCBI ptt file)	b0436	tig
139	1882001	1882609	+	200957	clpP	SO_1794	SO1794	ATP-dependent Clp protease, proteolytic subunit (NCBI ptt file)	b0437	clpP
139	1882709	1883989	+	200958	clpX	SO_1795	SO1795	ATP-dependent Clp protease, ATP-binding subunit ClpX (NCBI ptt file)	b0438	clpX
139	1884122	1886479	+	200959	lon	SO_1796	SO1796	ATP-dependent protease La (NCBI ptt file)	b0439	lon
139	1886739	1887011	+	200960		SO_1797	SO1797	DNA-binding protein, HU family (NCBI ptt file)	b0440	hupB
139	1887238	1889103	+	200961	ppiD	SO_1798	SO1798	peptidyl-prolyl cis-trans isomerase D (NCBI ptt file)	b0441	ppiD
139	1889871	1891073	-	200962		SO_1800	SO1800	conserved hypothetical protein (NCBI ptt file)		
139	1891179	1891964	-	200963	sapF	SO_1801	SO1801	peptide ABC transporter, ATP-binding protein (NCBI ptt file)	b1290	sapF
139	1891945	1892952	-	200964	sapD	SO_1802	SO1802	peptide ABC transporter, ATP-binding protein (NCBI ptt file)	b1291	sapD
139	1892956	1893846	-	200965	sapC	SO_1803	SO1803	peptide ABC transporter, permease protein (NCBI ptt file)	b1292	sapC
139	1893833	1894864	-	200966	sapB	SO_1804	SO1804	peptide ABC transporter, permease protein (NCBI ptt file)	b1293	sapB
139	1894864	1896441	-	200967	sapA	SO_1805	SO1805	peptide ABC transporter, periplasmic peptide-binding protein (NCBI ptt file)	b3544	dppA
139	1896559	1897650	-	200968	pspF	SO_1806	SO1806	psp operon transcriptional activator (NCBI ptt file)	b1303	pspF
139	1897828	1898511	+	200969	pspA	SO_1807	SO1807	phage shock protein A (NCBI ptt file)	b1304	pspA
139	1898529	1898768	+	200970	pspB	SO_1808	SO1808	phage shock protein B (NCBI ptt file)	b1305	pspB
139	1898755	1899141	+	200971	pspC	SO_1809	SO1809	phage shock protein C (NCBI ptt file)	b1306	pspC
139	1899256	1900713	+	200972		SO_1810	SO1810	hypothetical ATPase (NCBI ptt file)	b1321	ycjX
139	1900710	1901915	+	200973		SO_1811	SO1811	conserved hypothetical protein (NCBI ptt file)	b1322	ycjF
139	1902200	1903393	+	200974	mdeA	SO_1812	SO1812	methionine gamma-lyase (NCBI ptt file)		
139	1903607	1903972	+	200975		SO_1813	SO1813	DNA-binding protein, putative (NCBI ptt file)	b0442	ybaV
139	1904444	1904722	-	200976		SO_1814	SO1814	hypothetical protein (NCBI ptt file)		
139	1904744	1905658	-	200977		SO_1815	SO1815	histone deacetylase/AcuC/AphA family protein (NCBI ptt file)		
139	1905664	1906344	-	200978		SO_1816	SO1816	conserved hypothetical protein (NCBI ptt file)		
139	1906354	1907022	-	200979		SO_1817	SO1817	primosomal replication protein n'', putative (NCBI ptt file)		
139	1907013	1907786	-	200980		SO_1818	SO1818	conserved hypothetical protein (NCBI ptt file)		
139	1907796	1909868	-	200981	dinG	SO_1819	SO1819	ATP-dependent helicase DinG (NCBI ptt file)	b0799	dinG
139	1910054	1912480	+	200982	polB	SO_1820	SO1820	DNA polymerase II (NCBI ptt file)	b0060	polB
139	1912701	1913897	+	200983		SO_1821	SO1821	outer membrane porin, putative (NCBI ptt file)	b0553	nmpC
139	1914178	1916988	+	200984		SO_1822	SO1822	TonB-dependent receptor, putative (NCBI ptt file)		
139	1917616	1918281	+	200986		SO_1824	SO1824	conserved hypothetical protein (NCBI ptt file)		
139	1918281	1919636	+	200987		SO_1825	SO1825	MotA/TolQ/ExbB proton channel family protein (NCBI ptt file)		
139	1919681	1920163	+	200988	exbB2	SO_1826	SO1826	TonB system transport protein ExbB2 (NCBI ptt file)		
139	1920177	1920581	+	200989	exbD2	SO_1827	SO1827	TonB system transport protein ExbD2 (NCBI ptt file)		
139	1920583	1921206	+	200990	tonB2	SO_1828	SO1828	TonB2 protein (NCBI ptt file)		
139	1921209	1922456	+	200991		SO_1829	SO1829	TPR domain protein (NCBI ptt file)		
